Transaction_ID,Date,Branch,Product_Category,Product_Name,Unit_Price,Quantity_Sold,Revenue,Cost,Profit,Customer_Gender,Customer_Age_Group,Payment_Method
TXN13832,2024-05-15,Owerri,Beverages,Malt Drink (33cl x 24),1730,2,3460,2459,1001.0,Female,36-45,Transfer
TXN10225,2023-08-12,Lekki,Personal Care,ORS Hair Relaxer,2370,3,7110,4716,2394.0,Female,26-35,POS/Card
TXN15059,2023-02-18,Ikeja,Baby Products,Cerelac (500g),5030,1,5030,3382,1648.0,Female,26-35,Transfer
TXN12295,2024-06-18,Ikeja,Fresh Produce,Plantain (bunch),3790,1,3790,2644,1146.0,Female,26-35,POS/Card
TXN14087,2023-07-21,Ibadan,Grains & Staples,Garri (5kg),6530,3,19590,16224,3366.0,Male,46-55,Cash
TXN16498,2023-09-24,Abuja-Garki,Frozen & Dairy,Butter (250g),7940,1,7940,6401,1539.0,Female,18-25,POS/Card
TXN14228,2023-11-03,Ikeja,Grains & Staples,Cornflakes (500g),3100,4,12400,9301,3099.0,Female,36-45,Transfer
TXN11029,2023-06-16,Kano,Grains & Staples,Garri (5kg),870,4,3480,2883,597.0,Male,26-35,POS/Card
TXN15714,2023-09-23,Owerri,Personal Care,Dove Soap (6 pack),1710,6,10260,6534,3726.0,Male,18-25,Transfer
TXN13302,2024-05-17,Abuja-Garki,Fresh Produce,Tomatoes (1kg),1530,2,3060,2286,774.0,Female,46-55,Cash
TXN11161,2023-08-28,Ikorodu,Frozen & Dairy,Prawn (500g),2310,2,4620,3569,1051.0,Female,26-35,Cash
TXN10033,2023-06-02,Lekki,Personal Care,ORS Hair Relaxer,4380,2,8760,6358,2402.0,Male,46-55,Mobile Money (OPay/Palmpay)
TXN11147,2023-05-03,Port Harcourt,Fresh Produce,Tomatoes (1kg),1750,1,1750,1252,498.0,Female,26-35,POS/Card
TXN13436,2024-06-24,Abuja-Wuse,Grains & Staples,Golden Penny Flour (5kg),1280,1,1280,1008,272.0,Female,26-35,POS/Card
TXN14820,2024-04-19,Lekki,Baby Products,Teething Ring,11490,1,11490,8431,3059.0,Female,36-45,Transfer
TXN10892,2024-01-15,Abuja-Wuse,Frozen & Dairy,Peak Evaporated Milk (tin),14520,2,29040,23355,5685.0,Female,26-35,POS/Card
TXN10633,2023-05-21,Port Harcourt,Grains & Staples,Oat Meal (1kg),3160,2,6320,5219,1101.0,Female,46-55,POS/Card
TXN11724,2023-01-03,Surulere,Snacks & Confectionery,Shortbread Cookies,1440,1,1440,997,443.0,Male,36-45,Mobile Money (OPay/Palmpay)
TXN16098,2023-04-07,Lekki,Baby Products,Baby Oil (Johnson 300ml),19550,3,58650,39506,19144.0,Female,26-35,Transfer
TXN11093,2024-03-04,Lekki,Beverages,Chi Exotic Juice (1L),8650,8,69200,50219,18981.0,Male,18-25,POS/Card
TXN12682,2023-08-24,Abuja-Garki,Fresh Produce,Onions (1kg),2900,1,2900,2195,705.0,Female,18-25,POS/Card
TXN17252,2024-01-16,Surulere,Fresh Produce,Pepper (mixed 500g),530,10,5300,3942,1358.0,Female,26-35,Transfer
TXN10720,2024-04-27,Ikorodu,Fresh Produce,Watermelon,2100,1,2100,1555,545.0,Female,26-35,Cash
TXN15883,2024-06-14,Abuja-Garki,Snacks & Confectionery,Coconut Chips,5580,5,27900,16878,11022.0,Female,46-55,Transfer
TXN17315,2023-03-23,Ikeja,Snacks & Confectionery,Pringles (165g),720,1,720,491,229.0,Female,26-35,POS/Card
TXN14885,2023-09-23,Lekki,Beverages,Nestle Water (75cl x 12),8610,4,34440,25542,8898.0,Male,46-55,POS/Card
TXN15387,2024-06-03,Ibadan,Fresh Produce,Watermelon,1440,1,1440,991,449.0,,26-35,POS/Card
TXN17073,2023-09-08,Ibadan,Household & Cleaning,Air Freshener (Glade),3300,2,6600,4905,1695.0,Female,26-35,Transfer
TXN11167,2024-02-08,Surulere,Household & Cleaning,Morning Fresh Dishwash,4500,3,13500,8815,4685.0,Male,46-55,Cash
TXN16405,2023-11-04,Surulere,Personal Care,Always Pad (night),9120,3,27360,19950,7410.0,Female,,Transfer
TXN11422,2024-01-06,Lagos-Island,Baby Products,Cow & Gate Formula (400g),11010,1,11010,8002,3008.0,Female,36-45,Cash
TXN16161,2023-05-01,Ibadan,Personal Care,Colgate Toothpaste (150g),1860,1,1860,1200,660.0,Male,46-55,POS/Card
TXN14724,2023-03-19,Surulere,Personal Care,Pampers (medium 50 count),3520,2,7040,4594,2446.0,Female,26-35,Cash
TXN11851,2024-04-08,Lagos-Island,Personal Care,Always Pad (night),11070,1,11070,7017,4053.0,,18-25,POS/Card
TXN13798,2023-01-01,Ibadan,Beverages,Peak Milk (400g),3620,2,7240,5280,1960.0,Female,18-25,Cash
TXN13831,2023-11-27,Kano,Fresh Produce,Yam (tuber),2930,1,2930,2190,740.0,Female,18-25,Cash
TXN15162,2024-01-04,Abuja-Wuse,Baby Products,SMA Gold (400g),15070,1,15070,10630,4440.0,Male,26-35,POS/Card
TXN15726,2024-04-18,Kano,Grains & Staples,Indomie Noodles (40 pack),2870,4,11480,9440,2040.0,Male,46-55,Transfer
TXN13675,2024-03-11,Ibadan,Grains & Staples,Indomie Noodles (40 pack),6620,2,13240,10106,3134.0,Male,26-35,Cash
TXN15526,2024-05-20,Abuja-Garki,Grains & Staples,Beans (2kg),4460,1,4460,3601,859.0,Male,46-55,Mobile Money (OPay/Palmpay)
TXN16326,2024-01-25,Enugu,Baby Products,Cerelac (500g),10400,1,10400,7439,2961.0,Female,36-45,Cash
TXN14887,2023-10-03,Ibadan,Household & Cleaning,Omo Washing Powder (1kg),2240,3,6720,4546,2174.0,Female,36-45,Transfer
TXN16277,2024-01-22,Port Harcourt,Baby Products,Baby Rash Cream,7680,5,38400,28901,9499.0,Female,26-35,Transfer
TXN11526,2023-11-14,Ibadan,Frozen & Dairy,Frozen Chicken (1kg),2010,2,4020,3061,959.0,Male,26-35,Transfer
TXN10139,2023-05-25,Ikeja,Baby Products,Cow & Gate Formula (400g),14090,3,42270,30891,11379.0,Female,46-55,POS/Card
TXN14866,2023-08-14,Enugu,Household & Cleaning,Dettol Antiseptic (750ml),4080,2,8160,5536,2624.0,Male,18-25,POS/Card
TXN12362,2023-03-07,Abuja-Garki,Fresh Produce,Tomatoes (1kg),1860,1,1860,1372,488.0,Male,36-45,POS/Card
TXN16413,2024-02-29,Ibadan,Grains & Staples,Golden Penny Flour (5kg),2920,2,5840,4623,1217.0,Male,46-55,Cash
TXN14510,2023-01-22,Lekki,Snacks & Confectionery,Peanut Butter (340g),610,2,1220,756,464.0,,46-55,POS/Card
TXN13015,2023-11-20,Ibadan,Baby Products,Pampers Wipes (80 pack),6930,1,6930,4846,2084.0,,46-55,Cash
TXN15412,2023-08-30,Abuja-Wuse,Baby Products,Cow & Gate Formula (400g),18060,2,36120,27719,-2520.0,Female,26-35,Transfer
TXN14670,2024-02-19,Abuja-Wuse,Frozen & Dairy,Prawn (500g),10580,2,21160,15898,5262.0,Female,26-35,POS/Card
TXN10529,2023-03-08,Port Harcourt,Grains & Staples,Semovita (2kg),1650,3,4950,3973,977.0,Female,36-45,Transfer
TXN12152,2023-08-29,Lekki,Snacks & Confectionery,Coconut Chips,5280,2,10560,7014,3546.0,Female,,POS/Card
TXN16742,2024-03-20,Owerri,Fresh Produce,Cucumber (3 pack),630,1,630,479,151.0,Female,18-25,POS/Card
TXN12767,2023-07-16,Owerri,Fresh Produce,Cucumber (3 pack),2160,2,4320,3302,1018.0,Female,18-25,Cash
TXN10653,2024-06-19,Port Harcourt,Personal Care,Dove Soap (6 pack),2920,1,2920,2015,905.0,Female,18-25,Mobile Money (OPay/Palmpay)
TXN10212,2023-02-15,Ikeja,Beverages,Bournvita (500g),5490,1,5490,3918,1572.0,Male,36-45,Cash
TXN15207,2023-01-31,Lekki,Baby Products,Cow & Gate Formula (400g),17960,2,35920,26772,9148.0,Male,26-35,POS/Card
TXN15025,2023-04-19,Abuja-Wuse,Baby Products,Baby Rash Cream,12130,5,60650,45921,14729.0,Male,18-25,Transfer
TXN16994,2024-04-19,Lekki,Baby Products,Baby Powder (Johnson),17010,1,17010,12097,4913.0,Female,26-35,POS/Card
TXN14977,2023-06-21,Lekki,Household & Cleaning,Bucket (15L),3130,3,9390,6879,2511.0,Female,36-45,POS/Card
TXN11821,2024-01-16,Port Harcourt,Beverages,Chi Exotic Juice (1L),1120,3,3360,2392,968.0,Female,36-45,Mobile Money (OPay/Palmpay)
TXN11426,2023-12-01,Lagos-Island,Baby Products,Teething Ring,13340,2,26680,18523,8157.0,Female,26-35,POS/Card
TXN12870,2023-03-13,Ikeja,Household & Cleaning,Omo Washing Powder (1kg),5870,3,17610,12658,4952.0,Female,26-35,Cash
TXN17312,2023-06-14,Abuja-Wuse,Personal Care,ORS Hair Relaxer,7770,4,31080,21730,9350.0,Female,18-25,Transfer
TXN12077,2023-02-24,Lekki,Beverages,Ribena (250ml),8960,4,35840,26709,9131.0,Female,26-35,POS/Card
TXN13764,2024-06-07,Surulere,Snacks & Confectionery,Digestive Biscuit,2990,2,5980,3686,2294.0,Male,18-25,Cash
TXN12458,2024-02-27,Enugu,Beverages,Malt Drink (33cl x 24),2760,6,16560,11726,4834.0,Male,18-25,Transfer
TXN10922,2023-05-02,Abuja-Wuse,Grains & Staples,Indomie Noodles (40 pack),6330,1,6330,5229,1101.0,Male,46-55,Mobile Money (OPay/Palmpay)
TXN16613,2024-01-26,Port Harcourt,Grains & Staples,Oat Meal (1kg),1810,3,5430,4075,1355.0,,36-45,Mobile Money (OPay/Palmpay)
TXN16374,2024-02-03,Abuja-Wuse,Fresh Produce,Cucumber (3 pack),3780,3,11340,7966,3374.0,Male,18-25,POS/Card
TXN15039,2024-06-15,Enugu,Snacks & Confectionery,Gala Sausage Roll,2120,5,10600,7327,3273.0,Female,46-55,Transfer
TXN12824,2023-08-25,Lekki,Frozen & Dairy,Egg Crate (30 eggs),15150,1,15150,12394,2756.0,Male,46-55,POS/Card
TXN17319,2024-05-22,Surulere,Beverages,Ribena (250ml),4670,8,37360,28095,9265.0,Female,55+,Cash
TXN15807,2023-05-10,Lekki,Personal Care,Nivea Deodorant,6980,1,6980,4480,2500.0,Female,36-45,Cash
TXN15038,2024-05-17,Owerri,Frozen & Dairy,Lactose Cheese Slice,8330,5,41650,35077,6573.0,Male,26-35,Transfer
TXN11765,2024-03-22,Owerri,Household & Cleaning,Air Freshener (Glade),3640,1,3640,2703,937.0,Female,26-35,POS/Card
TXN10162,2023-02-03,Abuja-Garki,Personal Care,Pampers (medium 50 count),8470,2,16940,11074,5866.0,Female,26-35,POS/Card
TXN10951,2023-12-10,Ikeja,Fresh Produce,Pepper (mixed 500g),1110,2,2220,1695,525.0,Female,46-55,POS/Card
TXN15212,2023-01-07,Abuja-Garki,Baby Products,Cow & Gate Formula (400g),3680,1,3680,2491,1189.0,Female,36-45,Cash
TXN15040,2024-04-01,Lekki,Household & Cleaning,Air Freshener (Glade),4900,2,9800,7196,2604.0,Female,18-25,POS/Card
TXN14722,2024-01-01,Abuja-Garki,Frozen & Dairy,Butter (250g),4930,3,14790,12193,2597.0,Female,18-25,Cash
TXN15487,2023-03-31,Lagos-Island,Baby Products,Enfamil Follow-On,4250,1,4250,3041,1209.0,Male,36-45,POS/Card
TXN15963,2023-10-19,Abuja-Garki,Snacks & Confectionery,Shortbread Cookies,4090,2,8180,5033,3147.0,Male,55+,POS/Card
TXN15705,2024-06-24,Ikeja,Snacks & Confectionery,Shortbread Cookies,3440,1,3440,2345,1095.0,Male,36-45,POS/Card
TXN13846,2024-05-03,Lagos-Island,Household & Cleaning,Dettol Antiseptic (750ml),5720,2,11440,8166,3274.0,Female,18-25,Mobile Money (OPay/Palmpay)
TXN16095,2023-01-19,Enugu,Beverages,Nestle Water (75cl x 12),4330,1,4330,3418,912.0,Female,18-25,POS/Card
TXN13157,2024-05-08,Lagos-Island,Grains & Staples,Spaghetti (500g),800,1,800,594,206.0,Male,26-35,POS/Card
TXN12814,2024-01-27,Lekki,Frozen & Dairy,Catfish Fillet (500g),4570,2,9140,7226,1914.0,Female,26-35,Transfer
TXN12171,2023-10-01,Port Harcourt,Frozen & Dairy,Mackerel Fish (1kg),10260,1,10260,8445,1815.0,Female,26-35,Cash
TXN12257,2023-02-12,Ikorodu,Fresh Produce,Pawpaw,1610,1,1610,1101,509.0,Female,55+,Mobile Money (OPay/Palmpay)
TXN15034,2024-03-27,Ikorodu,Grains & Staples,Garri (5kg),4520,3,13560,10675,2885.0,Male,36-45,POS/Card
TXN11953,2024-01-15,Enugu,Snacks & Confectionery,Tom Tom Candy (pack),260,3,780,473,307.0,Female,46-55,Transfer
TXN12489,2024-04-18,Lekki,Grains & Staples,Oat Meal (1kg),5630,2,11260,8432,2828.0,Male,26-35,Transfer
TXN14903,2023-10-06,Abuja-Wuse,Frozen & Dairy,Sausage Roll (5 pack),7480,0,0,18088,4352.0,Male,36-45,Cash
TXN16250,2023-08-21,Ikeja,Snacks & Confectionery,Cadbury Chocolate,2200,2,4400,3047,1353.0,Male,26-35,Transfer
TXN10597,2023-07-04,Ikeja,Frozen & Dairy,Sausage Roll (5 pack),3040,3,9120,7038,2082.0,Male,18-25,Cash
TXN15488,2023-03-21,Ikeja,Household & Cleaning,Omo Washing Powder (1kg),6160,6,36960,26736,10224.0,Female,26-35,POS/Card
TXN17330,2023-06-23,Lagos-Island,Fresh Produce,Yam (tuber),1810,8,14480,11057,3423.0,Male,18-25,Transfer
TXN14772,2024-01-01,Ikeja,Snacks & Confectionery,Digestive Biscuit,580,6,3480,2325,1155.0,Male,26-35,Transfer
TXN12912,2024-02-11,Port Harcourt,Beverages,Coca-Cola (35cl x 12),2330,1,2330,1789,541.0,Male,36-45,Cash
TXN10937,2023-11-05,Enugu,Personal Care,Nivea Deodorant,5640,5,28200,19822,8378.0,Female,26-35,Cash
TXN13622,2024-06-01,Ikorodu,Snacks & Confectionery,Tom Tom Candy (pack),400,8,3200,2033,1167.0,Male,26-35,Cash
TXN16630,2023-04-12,Port Harcourt,Fresh Produce,Watermelon,610,2,1220,920,300.0,Female,36-45,Mobile Money (OPay/Palmpay)
TXN11863,2023-06-28,Surulere,Fresh Produce,Onions (1kg),2240,3,6720,4618,2102.0,Female,26-35,POS/Card
TXN13947,2024-04-19,Abuja-Wuse,Personal Care,Nivea Deodorant,11690,2,23380,16065,7315.0,Male,18-25,POS/Card
TXN16126,2023-11-13,Surulere,Grains & Staples,Semovita (2kg),640,1,640,513,127.0,,26-35,Cash
TXN12826,2023-08-15,Ikeja,Grains & Staples,Golden Morn Cereal,2760,1,2760,2222,538.0,Female,36-45,Cash
TXN11894,2024-06-22,Abuja-Wuse,Snacks & Confectionery,Peanut Butter (340g),2150,1,2150,1495,655.0,Male,26-35,Transfer
TXN11088,2024-06-24,Lagos-Island,Snacks & Confectionery,Coconut Chips,5560,3,16680,10808,5872.0,Male,26-35,POS/Card
TXN14768,2023-11-01,Lekki,Frozen & Dairy,Mackerel Fish (1kg),10520,3,31560,24477,7083.0,Male,36-45,POS/Card
TXN11016,2024-02-17,Abuja-Wuse,Grains & Staples,Garri (5kg),6290,3,18870,14683,4187.0,Male,18-25,POS/Card
TXN14595,2023-07-17,Owerri,Grains & Staples,Indomie Noodles (40 pack),3420,1,3420,2546,874.0,Female,18-25,Cash
TXN12374,2023-04-30,Abuja-Garki,Snacks & Confectionery,Tom Tom Candy (pack),2800,3,8400,5667,2733.0,Female,26-35,POS/Card
TXN16806,2024-05-30,Ikeja,Frozen & Dairy,Prawn (500g),11190,1,11190,9073,2117.0,Female,36-45,Cash
TXN16325,2023-01-02,Abuja-Wuse,Baby Products,Cow & Gate Formula (400g),16310,10,163100,112317,50783.0,Female,36-45,POS/Card
TXN11862,2023-08-07,Surulere,Baby Products,Baby Powder (Johnson),4270,1,4270,2992,1278.0,Female,26-35,POS/Card
TXN13073,2023-07-31,Port Harcourt,Household & Cleaning,Mopping Stick,2310,2,4620,3205,1415.0,Female,18-25,Cash
TXN15827,2023-05-26,Lekki,Grains & Staples,Golden Morn Cereal,8150,4,32600,25598,7002.0,Male,26-35,Cash
TXN10218,2023-08-11,Lagos-Island,Personal Care,ORS Hair Relaxer,7650,8,61200,44582,16618.0,Female,55+,Cash
TXN11017,2023-04-28,Lekki,Fresh Produce,Tomatoes (1kg),3720,1,3720,2840,880.0,Male,26-35,Transfer
TXN11525,2024-06-05,Ikorodu,Personal Care,Colgate Toothpaste (150g),1950,1,1950,1351,599.0,Male,18-25,Transfer
TXN15654,2023-09-20,Surulere,Beverages,Nestle Water (75cl x 12),5000,1,5000,3843,1157.0,Female,18-25,Cash
TXN10530,2023-04-22,Kano,Household & Cleaning,Dustbin (medium),1040,2,2080,1417,663.0,Female,55+,Cash
TXN11742,2024-03-16,Abuja-Garki,Beverages,Nestle Water (75cl x 12),7910,2,15820,11465,4355.0,Male,36-45,Mobile Money (OPay/Palmpay)
TXN17428,2023-08-22,Lekki,Baby Products,Pampers Wipes (80 pack),2140,1,2140,1505,635.0,Female,36-45,Transfer
TXN13385,2023-03-25,Port Harcourt,Personal Care,Colgate Toothpaste (150g),950,12,11400,7965,3435.0,Female,55+,Transfer
TXN13303,2023-03-07,Abuja-Garki,Grains & Staples,Oat Meal (1kg),5660,6,33960,25786,8174.0,Female,55+,POS/Card
TXN10573,2024-02-04,Enugu,Household & Cleaning,Dettol Antiseptic (750ml),4260,5,21300,15950,5350.0,Female,26-35,Transfer
TXN10123,2023-03-28,Owerri,Snacks & Confectionery,Tom Tom Candy (pack),1420,4,5680,3948,1732.0,Male,26-35,POS/Card
TXN17405,2024-05-06,Lekki,Snacks & Confectionery,Pringles (165g),1440,1,1440,905,535.0,Female,26-35,Mobile Money (OPay/Palmpay)
TXN11487,2023-01-10,Ikeja,Personal Care,ORS Hair Relaxer,7830,1,7830,5634,2196.0,Female,55+,Cash
TXN14715,2023-08-01,Lekki,Grains & Staples,Indomie Noodles (40 pack),2110,2,4220,3258,962.0,Male,55+,Transfer
TXN11168,2024-01-06,Abuja-Wuse,Beverages,Coca-Cola (35cl x 12),6960,2,13920,10582,3338.0,Male,26-35,POS/Card
TXN12845,2023-01-30,Ibadan,Baby Products,Baby Oil (Johnson 300ml),2080,4,8320,5904,2416.0,Female,26-35,POS/Card
TXN13877,2024-05-02,Surulere,Frozen & Dairy,Peak Evaporated Milk (tin),11100,2,22200,16803,5397.0,Female,36-45,Cash
TXN13780,2023-01-21,Ikeja,Grains & Staples,Dangote Rice (5kg),7220,3,21660,15885,5775.0,Male,36-45,Cash
TXN11587,2024-01-20,Enugu,Snacks & Confectionery,Cadbury Chocolate,3510,1,3510,2274,1236.0,Male,46-55,POS/Card
TXN11295,2024-02-22,Enugu,Beverages,Hollandia Yogurt (1L),1310,5,6550,5120,1430.0,Male,26-35,POS/Card
TXN15058,2024-01-07,Abuja-Wuse,Beverages,Malt Drink (33cl x 24),2350,5,11750,8328,3422.0,Male,46-55,POS/Card
TXN14625,2023-01-26,Ikeja,Personal Care,ORS Hair Relaxer,10020,3,30060,20336,9724.0,Female,18-25,POS/Card
TXN12529,2024-05-18,Kano,Grains & Staples,Golden Morn Cereal,770,3,2310,1769,541.0,Female,36-45,Cash
TXN16747,2023-03-04,Kano,Grains & Staples,Indomie Noodles (40 pack),6360,1,6360,5197,1163.0,Female,46-55,Transfer
TXN14123,2024-03-12,Abuja-Wuse,Beverages,Hollandia Yogurt (1L),2100,3,6300,4898,1402.0,Female,46-55,POS/Card
TXN16379,2023-10-03,Abuja-Wuse,Beverages,Chi Exotic Juice (1L),8430,5,42150,31117,11033.0,Male,46-55,Mobile Money (OPay/Palmpay)
TXN11791,2023-09-05,Surulere,Beverages,Peak Milk (400g),3800,2,7600,5772,1828.0,,36-45,Cash
TXN13757,2023-07-05,Ikeja,Fresh Produce,Carrot (500g),3550,2,7100,5388,1712.0,Female,26-35,Cash
TXN16194,2023-04-10,Port Harcourt,Beverages,Lucozade Boost,6020,1,6020,4314,1706.0,Male,18-25,Cash
TXN12384,2024-03-04,Owerri,Baby Products,Baby Rash Cream,4760,1,4760,3564,1196.0,Female,26-35,POS/Card
TXN11021,2023-09-28,Ikeja,Snacks & Confectionery,Tom Tom Candy (pack),380,2,760,458,302.0,Female,36-45,Cash
TXN12058,2023-06-03,Lagos-Island,Baby Products,Baby Oil (Johnson 300ml),16090,1,16090,11025,5065.0,Male,26-35,POS/Card
TXN17324,2024-03-03,Abuja-Wuse,Personal Care,Dove Soap (6 pack),6070,5,30350,19582,10768.0,Female,36-45,Mobile Money (OPay/Palmpay)
TXN12738,2023-08-25,Ikorodu,Frozen & Dairy,Mackerel Fish (1kg),3410,3,10230,8619,1611.0,Male,36-45,Mobile Money (OPay/Palmpay)
TXN11471,2024-06-01,Ikeja,Beverages,Ribena (250ml),4350,2,8700,6700,2000.0,Male,36-45,Mobile Money (OPay/Palmpay)
TXN10085,2023-07-15,Lekki,Baby Products,Baby Rash Cream,19220,5,96100,65694,30406.0,Male,,POS/Card
TXN13191,2024-05-18,Ikeja,Personal Care,Oral-B Toothbrush,10550,1,10550,7586,2964.0,Male,18-25,Transfer
TXN15524,2023-07-23,Abuja-Wuse,Household & Cleaning,Safi Bleach (1L),4790,2,9580,6972,2608.0,Male,36-45,POS/Card
TXN11505,2023-12-15,Port Harcourt,Fresh Produce,Tomatoes (1kg),3200,1,3200,2364,836.0,Female,26-35,Transfer
TXN12920,2023-10-25,Lagos-Island,Personal Care,Colgate Toothpaste (150g),5010,1,5010,3590,1420.0,Male,26-35,Cash
TXN13331,2023-10-04,Ikeja,Household & Cleaning,Omo Washing Powder (1kg),2310,1,2310,1571,739.0,Female,36-45,Transfer
TXN13102,2024-06-12,Lekki,Baby Products,Enfamil Follow-On,18390,1,18390,13246,5144.0,Female,26-35,POS/Card
TXN10750,2023-12-12,Kano,Frozen & Dairy,Turkey Wings (1kg),9450,1,9450,7902,1548.0,Female,46-55,POS/Card
TXN11734,2023-07-16,Ikorodu,Frozen & Dairy,Sausage Roll (5 pack),1300,2,2600,2147,453.0,Female,26-35,Cash
TXN10188,2024-06-29,Port Harcourt,Beverages,Lucozade Boost,6470,4,25880,18838,7042.0,Female,36-45,POS/Card
TXN16567,2024-03-06,Lekki,Beverages,Ribena (250ml),8460,3,25380,19344,6036.0,Female,,Cash
TXN15395,2024-04-10,Ibadan,Fresh Produce,Pawpaw,1320,2,2640,1928,712.0,Male,36-45,Transfer
TXN12535,2024-01-12,Ikorodu,Snacks & Confectionery,Shortbread Cookies,1830,1,1830,1211,619.0,Female,46-55,Cash
TXN14880,2024-03-29,Ikorodu,Snacks & Confectionery,Coconut Chips,2620,3,7860,5479,2381.0,Female,26-35,Mobile Money (OPay/Palmpay)
TXN12736,2024-03-10,Abuja-Wuse,Household & Cleaning,Toilet Roll (12 pack),4410,12,52920,35506,17414.0,Female,26-35,Transfer
TXN13557,2023-08-16,Owerri,Household & Cleaning,Ariel Detergent (2kg),5580,10,55800,38313,17487.0,Male,26-35,Cash
TXN10344,2023-04-15,Port Harcourt,Fresh Produce,Onions (1kg),2860,3,8580,6084,2496.0,Male,18-25,Cash
TXN16523,2024-06-13,Ikeja,Household & Cleaning,Morning Fresh Dishwash,6170,2,12340,9150,3190.0,Female,36-45,POS/Card
TXN14243,2024-02-01,Surulere,Frozen & Dairy,Prawn (500g),8760,1,8760,7078,1682.0,Male,18-25,POS/Card
TXN12842,2024-03-06,Enugu,Baby Products,Cerelac (500g),6370,3,19110,13452,5658.0,Male,55+,Transfer
TXN16915,2023-03-26,Surulere,Household & Cleaning,Bucket (15L),4910,1,4910,3449,1461.0,Male,36-45,Transfer
TXN12647,2024-05-29,Surulere,Frozen & Dairy,Catfish Fillet (500g),10820,2,21640,17982,3658.0,,46-55,Transfer
TXN11502,2023-03-10,Ibadan,Baby Products,Baby Oil (Johnson 300ml),11040,8,88320,61111,27209.0,Female,26-35,Cash
TXN12775,2024-05-03,Surulere,Beverages,Malt Drink (33cl x 24),1210,1,1210,909,301.0,Female,36-45,POS/Card
TXN13480,2023-06-30,Surulere,Baby Products,Baby Shampoo,8260,3,24780,17403,7377.0,Male,26-35,POS/Card
TXN15242,2024-03-20,Lagos-Island,Household & Cleaning,Dustbin (medium),3710,4,14840,10972,3868.0,Male,36-45,Transfer
TXN10518,2023-02-20,Enugu,Grains & Staples,Golden Morn Cereal,3310,5,16550,12456,4094.0,Male,26-35,Cash
TXN11324,2024-04-05,Kano,Snacks & Confectionery,Gala Sausage Roll,3630,3,10890,7247,3643.0,Female,36-45,Mobile Money (OPay/Palmpay)
TXN10601,2023-06-30,Surulere,Grains & Staples,Indomie Noodles (40 pack),4470,2,8940,7357,1583.0,Male,26-35,POS/Card
TXN15599,2023-06-03,Abuja-Wuse,Grains & Staples,Garri (5kg),7560,1,7560,5996,1564.0,Female,26-35,Mobile Money (OPay/Palmpay)
TXN15167,2023-09-26,Enugu,Grains & Staples,Garri (5kg),2510,3,7530,6088,1442.0,Female,26-35,Transfer
TXN16640,2023-06-22,Abuja-Garki,Beverages,Bournvita (500g),1370,4,5480,3841,1639.0,Male,26-35,Cash
TXN10247,2023-04-22,Surulere,Frozen & Dairy,Butter (250g),3920,3,11760,9944,1816.0,Female,36-45,POS/Card
TXN15538,2023-01-15,Ibadan,Grains & Staples,Golden Morn Cereal,6690,2,13380,10790,2590.0,Male,36-45,Mobile Money (OPay/Palmpay)
TXN16437,2023-09-19,Owerri,Frozen & Dairy,Turkey Wings (1kg),2510,10,25100,20141,4959.0,Female,46-55,Transfer
TXN16052,2023-03-17,Lagos-Island,Frozen & Dairy,Mackerel Fish (1kg),2660,2,5320,4459,861.0,Female,18-25,POS/Card
TXN13532,2023-11-14,Abuja-Garki,Personal Care,Dove Soap (6 pack),6780,2,13560,9767,3793.0,Female,26-35,Cash
TXN15677,2023-11-24,Ikorodu,Baby Products,Enfamil Follow-On,7680,1,7680,5236,2444.0,Female,26-35,Mobile Money (OPay/Palmpay)
TXN15644,2023-06-10,Port Harcourt,Baby Products,Pampers Wipes (80 pack),12320,2,24640,17999,6641.0,Male,26-35,Cash
TXN15137,2024-04-01,Lagos-Island,Grains & Staples,Semovita (2kg),3180,4,12720,9427,3293.0,Female,36-45,POS/Card
TXN15405,2023-08-27,Abuja-Garki,Household & Cleaning,Safi Bleach (1L),5840,2,11680,8738,2942.0,Female,26-35,POS/Card
TXN13112,2023-05-17,Abuja-Garki,Beverages,Ribena (250ml),4130,3,12390,9801,2589.0,Female,26-35,Cash
TXN14671,2024-06-15,Enugu,Personal Care,ORS Hair Relaxer,7250,3,21750,15151,6599.0,Female,36-45,Cash
TXN11896,2023-01-09,Lekki,Baby Products,SMA Gold (400g),12320,1,12320,8635,3685.0,Male,,Cash
TXN12613,2023-04-13,Ikeja,Personal Care,Nivea Deodorant,6270,1,6270,4391,1879.0,Female,46-55,Cash
TXN12572,2023-10-15,Abuja-Wuse,Household & Cleaning,Omo Washing Powder (1kg),6460,1,6460,4749,1711.0,,36-45,POS/Card
TXN15907,2024-02-21,Surulere,Personal Care,Dettol Soap (6 pack),3450,2,6900,4412,2488.0,Female,36-45,Cash
TXN13066,2023-03-03,Lagos-Island,Household & Cleaning,Mopping Stick,930,1,930,642,288.0,Male,55+,Transfer
TXN12192,2023-07-31,Lekki,Frozen & Dairy,Sausage Roll (5 pack),13960,3,41880,32814,9066.0,Female,18-25,Transfer
TXN17325,2023-08-05,Abuja-Wuse,Personal Care,Always Pad (night),7060,2,14120,10004,4116.0,Male,36-45,Transfer
TXN13842,2024-03-13,Ibadan,Baby Products,SMA Gold (400g),10750,1,10750,7821,2929.0,Female,46-55,Cash
